country,code,courses,college,city,type
Tajikistan,TJ,AMC|PLAB|FMGE/NExT|NEET PG,Avicenna Tajik State Medical University,Dushanbe,university
Tajikistan,TJ,AMC|PLAB|FMGE/NExT|NEET PG,"Avicenna Tajik State Medical University, Khujand Branch",Khujand,university
Tajikistan,TJ,AMC|PLAB|FMGE/NExT|NEET PG,Khatlon State Medical University,Dangara,university
Tajikistan,TJ,AMC|PLAB|FMGE/NExT|NEET PG,Medical Social Institute of Tajikistan,Dushanbe,university
Tajikistan,TJ,AMC|PLAB|FMGE/NExT|NEET PG,Tajik National University Faculty of Medicine,Dushanbe,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Bogomolets National Medical University,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Bohdan Khmelnytsky National University of Cherkasy Institute of Medicine,Cherkasy,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Bukovinian State Medical University,Chernivtsi,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Danylo Halytsky Lviv National Medical University,Lviv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Dnipro Institute of Medicine and Public Health,Dnipro,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Dnipro State Medical University,Dnipro,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Donetsk National Medical University Faculty of General Medicine,Lyman,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,European Medical University,Dnipro,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,I. Ya. Horbachevsky Ternopil National Medical University,Ternopil,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,International Academy of Ecology and Medicine,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,International European University European Medical School,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,International Humanitarian University Odessa Medical Institute,Odessa,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Ivano-Frankivsk National Medical University,Ivano-Frankivsk,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Kharkiv International Medical University,Kharkiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Kharkiv National Medical University,Kharkiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Kyiv International University Medical Institute,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Kyiv Medical University,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Lesya Ukrainka Volyn National University Medical Institute,Lutsk,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Lugansk State Medical University,Rivne,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Lviv Medical Institute,Lviv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Medical Academy named after S.I. Georgievsky of Vernadsky CFU,Simferopol,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,"National Pirogov Memorial Medical University, Vinnitsa",Vinnytsya,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Odessa National Medical University,Odessa,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Oles Honchar Dnipro National University,Dnipro,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Petro Mohyla Black Sea National University Faculty of Medicine,Mykolayiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Poltava State Medical University,Poltava,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Sevastopol State University Institute of Fundamental Medicine and Healthcare,Sevastopl,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,South Ukrainian National Pedagogical University named after K.D. Ushynsky Faculty of Medicine,Odessa,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Stalino Medical Institute,Stalino,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Stanislav Medical Institute,Stanislav,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Sumy State University Medical Institute,Sumy,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Taras Shevchenko National University of Kyiv Institute of Biology and Medicine,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Ukrainian Military Medical Academy,Kyiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,University of Medicine and Social Sciences,Kharkiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Uzhhorod National University Faculty of Medicine,Uzhhorod,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,V.N. Karazin Kharkiv National University School of Medicine,Kharkiv,university
Ukraine,UA,AMC|PLAB|FMGE/NExT|NEET PG,Zaporizhzhia State Medical and Pharmaceutical University,Zaporizhzhia,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,Ajman University College of Medicine,Ajman,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,Dubai Medical University,Dubai,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,"Gulf Medical University, Ajman",Ajman,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,Khalifa University College of Medicine and Health Sciences,Abu Dhabi,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,Mohammed Bin Rashid University of Medicine and Health Sciences,Dubai,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,RAK College of Medical Sciences,Ras Al Khaimah,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,United Arab Emirates University College of Medicine and Health Sciences,Al Ain,university
United Arab Emirates,AE,AMC|PLAB|FMGE/NExT|NEET PG,University of Sharjah College of Medicine,Sharjah,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Alfraganus University Faculty of Medicine,Тoshkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Andizhan State Medical Institute,Andizhan,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Angren University Faculty of Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Asia International University Faculty of Medicine,Bukhara,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Bukhara Innovative Education and Medical University,Bukhara,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Bukhara State Medical Institute named after Abu Ali Ibn Sino,Bukhara,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Central Asian Medical University,Ferghana,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Central Asian University Medical School,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Chirchik Branch of Tashkent State Medical University,Chirchik City,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,EMU University Faculty of Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Fergana Medical Institute of Public Health,Fergana,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Fergana State University Medical Centre,Fergana,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,First Tashkent State Medical Institute,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Gulistan State University Faculty of Medicine,Gulistan City,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Impuls Medical Institute,Namangan,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,"Impuls Medical Institute, Chirchiq Branch",Chirchiq City,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Institute of Pharmaceutical Education and Research,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Karshi State University Faculty of Medicine,Karshi,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Kimyo International University School of Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Kokand University Andijan Branch Faculty of Medicine,Andijan,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Ma'mun University Faculty of Medicine,Khiva,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Medical Institute of Karakalpakstan,Nukus,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Namangan State University Faculty of Medicine,Namangan,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Navoi State University Faculty of Natural Sciences and Medicine,Navoi,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Profi University Faculty of Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Samarkand State Medical University,Samarkand,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Second Tashkent State Medical Institute,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Tashkent Pediatric Medical Institute,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Tashkent Pharmaceutical Institute Faculty of General Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Tashkent State Dental Institute Faculty of Medicine,Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,"Tashkent State Medical University, Tashkent",Tashkent,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Termez Branch of Tashkent State Medical University,Termez,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Termez University of Economics and Services,Termez,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Turon University Faculty of Medicine,Karshi,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,University of Business and Science,Namangan,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Urgench Ranch University of Technology Faculty of Medical Sciences,Urgench,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Urgench State Medical Institute,Urgench,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Zarmed University Faculty of Medicine,Bukhara,university
Uzbekistan,UZ,AMC|PLAB|FMGE/NExT|NEET PG,Zarmed University Faculty of Medicine Samarkand,Samarkand,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Buon Ma Thuot Medical University,Buon Ma Thuot,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Can Tho University of Medicine and Pharmacy Faculty of Medicine,Can Tho,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Da Nang University of Medical Technology and Pharmacy,Da Nang,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Dai Nam University Faculty of Medicine,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Dong A University College of Medicine,Da Nang City,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Duy Tan University Faculty of Medicine,Da Nang,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Hai Phong University of Medicine and Pharmacy,Hai Phong,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Hanoi Medical University,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Hong Bang International University Faculty of Medicine,Ho Chi Minh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Hue University of Medicine and Pharmacy,Hue,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Nam Can Tho University Faculty of Medicine,Can Tho City,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Nguyen Tat Thanh University Faculty of Medicine,Ho Chi Minh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Pham Ngoc Thach University of Medicine Faculty of Medicine,Ho Chi Minh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Phan Chau Trinh University,Da Nang City,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Phenikaa University Faculty of Medicine,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Tan Tao University School of Medicine,Duc Hoa Ha,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Tay Nguyen University Faculty of Medicine and Pharmacy,Buon Ma Thuot,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Thai Binh University of Medicine and Pharmacy,Thai Binh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Thai Nguyen University of Medicine and Pharmacy Faculty of Medicine,Thai Nguyen,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Tra Vinh University School of Medicine and Pharmacy,Tra Vinh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,University of Danang Faculty of Medicine and Pharmacy,Da Nang,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,University of Medicine and Pharmacy of Ho Chi Minh City,Ho Chi Minh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,"University of Medicine and Pharmacy, Vietnam National University, Hanoi",Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Vietnam Military Medical University Faculty of Medicine,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Vietnam National University of Ho Chi Minh City School of Medicine,Di An City,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Vietnam University of Traditional Medicine,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Vinh Medical University Faculty of Medicine,Vinh,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,VinUniversity College of Health Sciences,Hanoi,university
Viet Nam,VN,AMC|PLAB|FMGE/NExT|NEET PG,Vo Truong Toan University Faculty of Medicine,Tan Phu Thanh,university
